instituicao;id_municipio;valor_total;valor_gasto_hospital;perc
Prefeitura Municipal de Parnamirim - RN;2403251;592648461,33;82481326,87;1,39174117966827e+01
Prefeitura Municipal de Parnarama - MA;2107803;121052066,43;12217826,22;1,00930339979492e+01
Prefeitura Municipal de Parnaíba - PI;2207702;392748514,32;60064712,30;1,52934282651572e+01
Prefeitura Municipal de Parobé - RS;4314050;170050984,24;NA;NA
Prefeitura Municipal de Pará de Minas - MG;3147105;287880164,08;62173689,77;2,15970732018627e+01
Prefeitura Municipal de Passa Quatro - MG;3147600;50529032,91;9229395,37;1,82655294164030e+01
Prefeitura Municipal de Passa Sete - RS;4314068;20064389,60;107666,54;5,36605110578594e-01
Prefeitura Municipal de Passa Tempo - MG;3147709;31050307,77;1219379,60;3,92710954439599e+00
Prefeitura Municipal de Passa e Fica - RN;2409100;37913857,60;1493644,29;3,93957350834171e+00
Prefeitura Municipal de Passa-Vinte - MG;3147808;21946382,18;8159,54;3,71794309106486e-02
Prefeitura Municipal de Passabém - MG;3147501;14363979,85;2751520,22;1,91556953485980e+01
Prefeitura Municipal de Passagem - PB;2510709;16818080,51;NA;NA
Prefeitura Municipal de Passagem - RN;2409209;17767575,77;61705,19;3,47290991178365e-01
Prefeitura Municipal de Passagem Franca - MA;2107902;54525989,98;3862719,70;7,08418077584073e+00
Prefeitura Municipal de Passagem Franca do Piauí - PI;2207751;20469387,51;NA;NA
Prefeitura Municipal de Passira - PE;2610509;77929901,20;8457099,10;1,08521876324411e+01
Prefeitura Municipal de Passo Fundo - RS;4314100;589909991,27;56226428,37;9,53135719043371e+00
Prefeitura Municipal de Passo de Camaragibe - AL;2706505;51957769,50;4387043,69;8,44347964167322e+00
Prefeitura Municipal de Passo de Torres - SC;4212254;36526880,64;NA;NA
Prefeitura Municipal de Passo do Sobrado - RS;4314076;27607185,11;NA;NA
Prefeitura Municipal de Passos - MG;3147907;271049992,68;42767816,98;1,57785715310797e+01
Prefeitura Municipal de Passos Maia - SC;4212270;23447689,55;73612,05;3,13941592594994e-01
Prefeitura Municipal de Pastos Bons - MA;2108009;74302596,39;5083147,29;6,84114356289724e+00
Prefeitura Municipal de Patis - MG;3147956;21186672,42;494354,87;2,33332946391966e+00
Prefeitura Municipal de Pato Bragado - PR;4118451;45213797,64;3082434,87;6,81746509006581e+00
Prefeitura Municipal de Pato Branco - PR;4118501;336832560,42;91664795,21;2,72137572138816e+01
Prefeitura Municipal de Patos - PB;2510808;256114387,55;23735221,24;9,26742986485532e+00
Prefeitura Municipal de Patos de Minas - MG;3148004;472453437,47;96386580,20;2,04012866783556e+01
Prefeitura Municipal de Patos do Piauí - PI;2207777;16293434,42;3506,80;2,15227797258965e-02
Prefeitura Municipal de Patrocínio - MG;3148103;343569954,40;48581868,69;1,41403135133984e+01
Prefeitura Municipal de Patrocínio Paulista - SP;3536307;52512157,11;14018888,30;2,66964624413236e+01
Prefeitura Municipal de Patrocínio do Muriaé - MG;3148202;18445247,25;4440185,59;2,40722476083914e+01
Prefeitura Municipal de Patu - RN;2409308;33796779,48;5848180,24;1,73039571520736e+01
Prefeitura Municipal de Paty do Alferes - RJ;3303856;145339425,77;12781628,50;8,79432984703473e+00
Prefeitura Municipal de Pau Brasil - BA;2923902;13310822,78;573118,64;4,30565900750427e+00
Prefeitura Municipal de Pau D'Arco - PA;1505551;34367029,00;2363660,55;6,87769824386042e+00
Prefeitura Municipal de Pau D'Arco - TO;1716307;17512522,23;2259025,18;1,28994850103896e+01
Prefeitura Municipal de Pau D'Arco do Piauí - PI;2207793;16213960,66;105172,65;6,48654898117904e-01
Prefeitura Municipal de Pau dos Ferros - RN;2409407;84966336,21;17676606,88;2,08042475037538e+01
Prefeitura Municipal de Paudalho - PE;2610608;147121151,93;17882475,32;1,21549315549870e+01
Prefeitura Municipal de Pauini - AM;1303502;61382503,08;653284,72;1,06428491381098e+00
Prefeitura Municipal de Paula Cândido - MG;3148301;22394137,98;522186,40;2,33179951140053e+00
Prefeitura Municipal de Paula Freitas - PR;4118600;22587995,62;NA;NA
Prefeitura Municipal de Paulicéia - SP;3536406;36966703,91;218,14;5,90098593943049e-04
Prefeitura Municipal de Paulino Neves - MA;2108058;57067040,69;266018,80;4,66151384027550e-01
Prefeitura Municipal de Paulista - PB;2510907;43647472,63;6191179,46;1,41845084880004e+01
Prefeitura Municipal de Paulista - PE;2610707;560257973,24;37984360,96;6,77979837401234e+00
Prefeitura Municipal de Paulistana - PI;2207801;71928103,53;8908837,36;1,23857531657070e+01
Prefeitura Municipal de Paulistas - MG;3148400;18717770,43;144826,48;7,73737879421144e-01
Prefeitura Municipal de Paulistânia - SP;3536570;17996754,38;11718,81;6,51162412541633e-02
Prefeitura Municipal de Paulo Afonso - BA;2924009;390564488,55;106780406,10;2,73400191851620e+01
Prefeitura Municipal de Paulo Bento - RS;4314134;17258656,97;NA;NA
Prefeitura Municipal de Paulo Frontin - PR;4118709;30257174,96;241228,25;7,97259659300327e-01
Prefeitura Municipal de Paulo Jacinto - AL;2706604;32735779,65;1609277,90;4,91596020380715e+00
Prefeitura Municipal de Paulo Lopes - SC;4212304;29994410,40;NA;NA
Prefeitura Municipal de Paulo Ramos - MA;2108108;63141765,08;771140,02;1,22128359735109e+00
Prefeitura Municipal de Paulo de Faria - SP;3536604;45619322,37;680224,69;1,49108898304751e+00
Prefeitura Municipal de Paulínia - SP;3536505;1473324735,94;219937249,40;1,49279547159491e+01
Prefeitura Municipal de Paverama - RS;4314159;29286930,65;2319145,20;7,91870349172285e+00
Prefeitura Municipal de Pavussu - PI;2207850;16535672,02;NA;NA
Prefeitura Municipal de Pavão - MG;3148509;19729238,50;1903164,41;9,64641595264815e+00
Prefeitura Municipal de Paço do Lumiar - MA;2107506;308893235,85;11368255,60;3,68031872524411e+00
Prefeitura Municipal de Peabiru - PR;4118808;51261287,78;NA;NA
Prefeitura Municipal de Pederneiras - SP;3536703;157432414,22;31810620,78;2,02058902149255e+01
Prefeitura Municipal de Pedra - PE;2610806;58281813,35;4269586,66;7,32576152763099e+00
Prefeitura Municipal de Pedra Azul - MG;3148707;63563528,91;10829034,61;1,70365535011955e+01
Prefeitura Municipal de Pedra Bela - SP;3536802;23819117,47;781109,40;3,27933812402496e+00
Prefeitura Municipal de Pedra Bonita - MG;3148756;20231095,71;731801,37;3,61721075561063e+00
Prefeitura Municipal de Pedra Branca - CE;2310506;93291184,76;9501564,06;1,01848466009341e+01
Prefeitura Municipal de Pedra Branca - PB;2511004;20750508,13;282405,81;1,36095852800690e+00
Prefeitura Municipal de Pedra Branca do Amapari - AP;1600154;102364877,61;NA;NA
Prefeitura Municipal de Pedra Dourada - MG;3149002;16930258,34;3554876,12;2,09971758765259e+01
Prefeitura Municipal de Pedra Grande - RN;2409506;29025002,68;239592,57;8,25469587863618e-01
Prefeitura Municipal de Pedra Lavrada - PB;2511103;29567195,58;5269064,26;1,78206426299156e+01
Prefeitura Municipal de Pedra Mole - SE;2805000;18214655,32;185682,97;1,01941522767174e+00
Prefeitura Municipal de Pedra Preta - MT;5106372;62726377,23;10805941,99;1,72271099770000e+01
Prefeitura Municipal de Pedra Preta - RN;2409605;19676141,15;44221,03;2,24744423527374e-01
Prefeitura Municipal de Pedra do Anta - MG;3148806;16444972,34;936812,43;5,69664947213891e+00
Prefeitura Municipal de Pedra do Indaiá - MG;3148905;19694456,03;2618023,97;1,32932027470677e+01
Prefeitura Municipal de Pedralva - MG;3149101;29538906,72;3460954,72;1,17165972079010e+01
Prefeitura Municipal de Pedranópolis - SP;3536901;20156621,55;1181,72;5,86268882941844e-03
Prefeitura Municipal de Pedras Altas - RS;4314175;20106006,26;2479908,94;1,23341697397840e+01
Prefeitura Municipal de Pedras Grandes - SC;4212403;25323406,54;72756,63;2,87309805199692e-01
Prefeitura Municipal de Pedras de Fogo - PB;2511202;95773475,67;2128954,53;2,22290620143681e+00
Prefeitura Municipal de Pedras de Maria da Cruz - MG;3149150;27499054,65;714112,91;2,59686348890543e+00
Prefeitura Municipal de Pedregulho - SP;3537008;59694026,71;5153902,84;8,63386694457423e+00
Prefeitura Municipal de Pedreira - SP;3537107;184678950,99;24543295,70;1,32897092865385e+01
Prefeitura Municipal de Pedreiras - MA;2108207;127750764,89;26023442,09;2,03704784956924e+01
Prefeitura Municipal de Pedrinhas - SE;2805109;25975612,70;12307,60;4,73813655221307e-02
Prefeitura Municipal de Pedrinhas Paulista - SP;3537156;20882545,45;808762,81;3,87291296425743e+00
Prefeitura Municipal de Pedrinópolis - MG;3149200;24968327,86;1838557,32;7,36355806567817e+00
Prefeitura Municipal de Pedro Afonso - TO;1716505;48131037,18;316700,00;6,57995377942113e-01
Prefeitura Municipal de Pedro Alexandre - BA;2924207;29924937,92;4934673,37;1,64901707839533e+01
Prefeitura Municipal de Pedro Avelino - RN;2409704;27453751,02;342779,65;1,24857127811163e+00
Prefeitura Municipal de Pedro Canário - ES;3204054;74716658,37;4244993,27;5,68145492933934e+00
Prefeitura Municipal de Pedro Gomes - MS;5006408;33846488,58;3900374,15;1,15237187479021e+01
Prefeitura Municipal de Pedro II - PI;2207900;102012283,43;4152428,35;4,07051799095289e+00
Prefeitura Municipal de Pedro Laurentino - PI;2207934;15260773,99;NA;NA
Prefeitura Municipal de Pedro Leopoldo - MG;3149309;163984857,82;21242232,40;1,29537767586546e+01
Prefeitura Municipal de Pedro Osório - RS;4314209;22816855,50;6521,00;2,85797488615379e-02
Prefeitura Municipal de Pedro Régis - PB;2512721;19416225,56;132279,58;6,81283700538139e-01
Prefeitura Municipal de Pedro Teixeira - MG;3149408;13648573,23;621830,13;4,55600830593192e+00
Prefeitura Municipal de Pedro Velho - RN;2409803;47642522,77;2313624,76;4,85621798654387e+00
Prefeitura Municipal de Pedro de Toledo - SP;3537206;43509856,18;NA;NA
Prefeitura Municipal de Pedro do Rosário - MA;2108256;77664235,88;2619447,79;3,37278511829736e+00
Prefeitura Municipal de Pedrão - BA;2924108;23930339,85;512719,72;2,14255093414396e+00
Prefeitura Municipal de Peixe - TO;1716604;41826237,94;4632916,74;1,10765800802978e+01
Prefeitura Municipal de Peixe-Boi - PA;1505601;25628884,47;209438,53;8,17197214514581e-01
Prefeitura Municipal de Peixoto de Azevedo - MT;5106422;141531758,96;25986301,67;1,83607565262750e+01
Prefeitura Municipal de Pejuçara - RS;4314308;31516840,69;1633141,30;5,18180523252186e+00
Prefeitura Municipal de Pelotas - RS;4314407;1129119810,77;187002438,54;1,65617888160579e+01
Prefeitura Municipal de Penaforte - CE;2310605;31170631,58;NA;NA
Prefeitura Municipal de Penalva - MA;2108306;91733979,96;NA;NA
Prefeitura Municipal de Pendências - RN;2409902;48969878,24;3953094,63;8,07250246901982e+00
Prefeitura Municipal de Penedo - AL;2706703;176661056,68;30784528,46;1,74257581373819e+01
Prefeitura Municipal de Penha - SC;4212502;122667625,89;7703566,22;6,28003204929395e+00
Prefeitura Municipal de Pentecoste - CE;2310704;114566753,64;11464799,84;1,00070914778868e+01
Prefeitura Municipal de Penápolis - SP;3537305;232898273,09;NA;NA
Prefeitura Municipal de Pequeri - MG;3149507;17500496,27;460097,29;2,62905281599766e+00
Prefeitura Municipal de Pequi - MG;3149606;22194895,92;2282631,17;1,02844869299121e+01
Prefeitura Municipal de Pequizeiro - TO;1716653;20359665,91;25509,11;1,25292380104679e-01
Prefeitura Municipal de Perdigão - MG;3149705;27061399,13;4168626,80;1,54043284309668e+01
Prefeitura Municipal de Perdizes - MG;3149804;86353534,62;8639315,31;1,00045879395875e+01
Prefeitura Municipal de Perdões - MG;3149903;69559645,09;3459195,28;4,97299156073081e+00
Prefeitura Municipal de Pereira Barreto - SP;3537404;108722458,50;14478740,25;1,33171567767666e+01
Prefeitura Municipal de Pereiras - SP;3537503;32952963,41;26820,00;8,13887348045339e-02
Prefeitura Municipal de Pereiro - CE;2310803;61673093,10;5782708,56;9,37638809622149e+00
Prefeitura Municipal de Peri Mirim - MA;2108405;37032721,34;1392896,69;3,76125933930623e+00
Prefeitura Municipal de Periquito - MG;3149952;27482411,48;NA;NA
Prefeitura Municipal de Peritiba - SC;4212601;17455627,05;1116907,14;6,39855066106032e+00
Prefeitura Municipal de Peritoró - MA;2108454;65201207,33;NA;NA
Prefeitura Municipal de Perobal - PR;4118857;26464001,89;20000,00;7,55743597779799e-02
Prefeitura Municipal de Perolândia - GO;5216452;30217848,12;106244,86;3,51596379656435e-01
Prefeitura Municipal de Peruíbe - SP;3537602;285157134,39;49404004,33;1,73251861419086e+01
Prefeitura Municipal de Pescador - MG;3150000;16590802,89;1616787,00;9,74507991397154e+00
Prefeitura Municipal de Pescaria Brava - SC;4212650;28574017,74;310873,80;1,08795970811209e+00
Prefeitura Municipal de Pesqueira - PE;2610905;151176444,70;9118048,42;6,03139492934510e+00
Prefeitura Municipal de Petrolina - PE;2611101;1035788510,26;57121093,47;5,51474484454956e+00
Prefeitura Municipal de Petrolina de Goiás - GO;5216809;33269012,83;7679374,68;2,30826646983502e+01
Prefeitura Municipal de Petrolândia - PE;2611002;102423480,49;16593882,75;1,62012486498349e+01
Prefeitura Municipal de Petrolândia - SC;4212700;26542721,91;NA;NA
Prefeitura Municipal de Petrópolis - RJ;3303906;1289662949,65;289979610,64;2,24849144281223e+01
Prefeitura Municipal de Peçanha - MG;3148608;54558672,68;11977793,94;2,19539687306044e+01
Prefeitura Municipal de Piacatu - SP;3537701;23041547,29;851008,15;3,69336372809189e+00
Prefeitura Municipal de Piancó - PB;2511301;59068136,41;19442568,33;3,29154930418771e+01
Prefeitura Municipal de Piatã - BA;2924306;88588955,79;7993346,43;9,02296043419703e+00
Prefeitura Municipal de Piau - MG;3150109;15116454,26;296396,58;1,96075465120350e+00
Prefeitura Municipal de Piaçabuçu - AL;2706802;68849836,77;2085044,34;3,02839402069362e+00
Prefeitura Municipal de Picada Café - RS;4314423;28811797,08;1450026,92;5,03275417348594e+00
Prefeitura Municipal de Picos - PI;2208007;214848122,74;29467930,26;1,37157029273469e+01
Prefeitura Municipal de Picuí - PB;2511400;63234513,21;5560249,72;8,79306163318530e+00
Prefeitura Municipal de Piedade - SP;3537800;131403360,75;NA;NA
Prefeitura Municipal de Piedade de Caratinga - MG;3150158;25019031,49;1394961,28;5,57560064048666e+00
Prefeitura Municipal de Piedade de Ponte Nova - MG;3150208;18670322,49;9227,68;4,94243203615922e-02
Prefeitura Municipal de Piedade do Rio Grande - MG;3150307;17730294,60;2759299,40;1,55626257896471e+01
Prefeitura Municipal de Piedade dos Gerais - MG;3150406;18825788,88;63680,00;3,38259397286941e-01
Prefeitura Municipal de Pilar - AL;2706901;272782729,12;23341234,03;8,55671255482305e+00
Prefeitura Municipal de Pilar - PB;2511509;34366471,82;785437,14;2,28547505287670e+00
Prefeitura Municipal de Pilar de Goiás - GO;5216908;24368450,39;3938321,76;1,61615601196215e+01
Prefeitura Municipal de Pilar do Sul - SP;3537909;83914966,41;11874230,49;1,41503131062267e+01
Prefeitura Municipal de Pilão Arcado - BA;2924405;111958067,75;4309646,87;3,84934016512624e+00
Prefeitura Municipal de Pilões - PB;2511608;27372757,91;96960,00;3,54220792507641e-01
Prefeitura Municipal de Pilões - RN;2410009;14694617,29;1627020,42;1,10722204456949e+01
Prefeitura Municipal de Pilõezinhos - PB;2511707;23440898,43;2427479,83;1,03557456948548e+01
Prefeitura Municipal de Pimenta - MG;3150505;30419015,47;4090861,45;1,34483690112670e+01
Prefeitura Municipal de Pimenta Bueno - RO;1100189;114260788,32;21153585,96;1,85134255338385e+01
Prefeitura Municipal de Pimenteiras - PI;2208106;34114760,47;1393031,42;4,08336860880208e+00
Prefeitura Municipal de Pimenteiras do Oeste - RO;1101468;24189368,42;154436,11;6,38446226947830e-01
Prefeitura Municipal de Pindamonhangaba - SP;3538006;528163008,34;128868368,57;2,43993552246359e+01
Prefeitura Municipal de Pindaré-Mirim - MA;2108504;102591632,22;1315449,37;1,28221897004145e+00
Prefeitura Municipal de Pindaí - BA;2924504;48717970,27;1868852,62;3,83606420719629e+00
Prefeitura Municipal de Pindoba - AL;2707008;18619462,04;160864,60;8,63959440151473e-01
Prefeitura Municipal de Pindobaçu - BA;2924603;65393913,65;5418675,66;8,28620793213529e+00
Prefeitura Municipal de Pindorama - SP;3538105;50381594,10;182097,59;3,61436737469170e-01
Prefeitura Municipal de Pindorama do Tocantins - TO;1717008;16451322,45;124872,06;7,59039647903807e-01
Prefeitura Municipal de Pindoretama - CE;2310852;67584782,00;6392202,35;9,45804981659925e+00
Prefeitura Municipal de Pingo-d'Água - MG;3150539;21127391,22;385211,25;1,82327882315799e+00
Prefeitura Municipal de Pinhais - PR;4119152;416489462,54;39746492,14;9,54321674733433e+00
Prefeitura Municipal de Pinhal - RS;4314456;25044607,82;660063,07;2,63554963505114e+00
Prefeitura Municipal de Pinhal Grande - RS;4314472;32654021,04;1569247,97;4,80568064826604e+00
Prefeitura Municipal de Pinhal da Serra - RS;4314464;27728844,46;1378008,94;4,96958660498036e+00
Prefeitura Municipal de Pinhal de São Bento - PR;4119251;15733906,66;2782300,37;1,76834681311119e+01
Prefeitura Municipal de Pinhalzinho - SC;4212908;80993701,15;4817773,29;5,94833082276053e+00
Prefeitura Municipal de Pinhalzinho - SP;3538204;40389123,54;2779420,98;6,88160756260867e+00
Prefeitura Municipal de Pinhalão - PR;4119202;24856407,89;4560005,86;1,83453935909804e+01
Prefeitura Municipal de Pinheiral - RJ;3303955;101244834,59;21550074,66;2,12851102451488e+01
Prefeitura Municipal de Pinheirinho do Vale - RS;4314498;24046993,48;NA;NA
Prefeitura Municipal de Pinheiro - MA;2108603;207888730,96;32709831,71;1,57342976499740e+01
Prefeitura Municipal de Pinheiro Machado - RS;4314506;52934569,33;393201,52;7,42806685643814e-01
Prefeitura Municipal de Pinheiro Preto - SC;4213005;25160058,18;32349,40;1,28574424465023e-01
Prefeitura Municipal de Pinheiros - ES;3204104;84968479,04;6984809,23;8,22047106046445e+00
Prefeitura Municipal de Pinhão - PR;4119301;98925250,65;6178237,78;6,24535974324570e+00
Prefeitura Municipal de Pinhão - SE;2805208;23489193,41;26409,90;1,12434256634613e-01
Prefeitura Municipal de Pintadas - BA;2924652;30388610,36;3401371,39;1,11929152064063e+01
Prefeitura Municipal de Pinto Bandeira - RS;4314548;15409593,42;NA;NA
Prefeitura Municipal de Pintópolis - MG;3150570;23076189,92;1127470,83;4,88586215449210e+00
Prefeitura Municipal de Pio IX - PI;2208205;46519505,47;1432116,76;3,07852963080951e+00
Prefeitura Municipal de Pio XII - MA;2108702;58033497,42;1967041,51;3,38949330550273e+00
Prefeitura Municipal de Piquerobi - SP;3538303;19706379,08;NA;NA
Prefeitura Municipal de Piquet Carneiro - CE;2310902;52148848,66;5582163,01;1,07042881164924e+01
Prefeitura Municipal de Piquete - SP;3538501;34126739,46;182107,93;5,33622411286753e-01
Prefeitura Municipal de Piracaia - SP;3538600;95741166,64;8689471,11;9,07600295145098e+00
